"gene_id"	"gc_content_50kb"	"gc_content_100kb"	"gc_content_200kb"	"gc_content_500kb"	"gc_content_1000kb"
"ENSG00000002919"	47.1853298611111	45.8582899305556	45.9513774671053	44.5906491623711	45.9930734536082
"ENSG00000002933"	45.625	43.4635416666667	43.8327508223684	46.0398356119792	48.0684197809278
"ENSG00000003056"	42.6649305555556	41.7317708333333	41.6437088815789	41.029052734375	41.8232522551546
"ENSG00000003137"	54.1449652777778	48.3213404605263	44.8530016447368	42.1931378865979	41.9217748397436
"ENSG00000003147"	38.2855902777778	39.1775173611111	40.4435649671053	39.0379349226804	38.2004067332474
"ENSG00000003249"	55.0564236111111	53.4602864583333	52.2327302631579	50.2561217543518	NA
"ENSG00000003393"	38.0490451388889	38.8651315789474	39.8761307565789	40.6167445231959	41.38671875
"ENSG00000003400"	42.255859375	42.9242621527778	43.6374383223684	41.3551839192708	40.8874637564433
"ENSG00000003402"	44.5703125	44.2588404605263	43.1239720394737	41.4279961340206	40.9749516752577
"ENSG00000003436"	36.7822265625	36.3194444444444	35.0642475328947	34.8866780598958	35.3540794136598
"ENSG00000003509"	38.984375	37.7430555555556	39.0671258223684	39.4871536726804	39.8484817976804
"ENSG00000003756"	48.0946180555556	49.3667763157895	49.7490985576923	51.7199581185567	52.6222956730769
"ENSG00000003987"	40.52734375	40.7329358552632	39.5893429487179	39.543331185567	39.33984375
"ENSG00000003989"	39.7786458333333	40.9693667763158	41.3250411184211	40.9368959407216	39.229019007732
"ENSG00000004059"	47.2900390625	45.4644097222222	42.9152960526316	40.5839029947917	41.0899242912371
"ENSG00000004139"	51.2760416666667	50.0956003289474	47.177734375	47.209850193299	46.1565504807692
"ENSG00000004142"	51.7751736111111	49.1632401315789	46.5938527960526	46.5461903994845	46.0420673076923
"ENSG00000004399"	57.9123263888889	56.6612413194444	52.1530633223684	47.0010470360825	46.6672036082474
"ENSG00000004455"	47.6611328125	46.8326822916667	46.9027549342105	47.0766194661458	46.7820755476804
"ENSG00000004468"	38.02001953125	41.2641059027778	41.5409128289474	41.2288411458333	41.0888168492268
"ENSG00000004478"	47.9535590277778	48.2888454861111	47.0836759868421	48.4387081185567	49.0816285438144
"ENSG00000004487"	37.7105034722222	41.3250411184211	42.8705797697368	45.930049935567	47.8717948717949
"ENSG00000004534"	43.1814236111111	42.7853732638889	44.599609375	50.6886800130208	51.9478898195876
"ENSG00000004660"	56.904296875	54.4086371527778	52.8032483552632	50.6203206380208	47.8468307023196
"ENSG00000004700"	37.3068576388889	37.1809895833333	37.2507195723684	37.236831507732	36.5525330219072
"ENSG00000004766"	33.6762152777778	34.4233141447368	35.6491570723684	36.5045103092784	37.0309479703608
"ENSG00000004776"	55.1714409722222	57.1332465277778	53.5459498355263	52.6584648840206	51.2589602126289
"ENSG00000004777"	55.8767361111111	54.4064670138889	54.3251439144737	52.6670328776042	51.2662089239691
"ENSG00000004779"	47.0138888888889	46.1297286184211	46.15234375	46.3176546391753	45.2400128865979
"ENSG00000004799"	38.3506944444444	38.2660590277778	37.8633840460526	38.2273356119792	38.0472777061856
"ENSG00000004809"	40.6857638888889	42.158203125	42.4157072368421	40.9954896907216	40.8197084407216
"ENSG00000004838"	56.2717013888889	56.7269736842105	56.8672902960526	55.8527303479381	50.6631610576923
"ENSG00000004846"	36.6189236111111	37.9654947916667	38.3722245065789	38.2103737113402	38.097515302835
"ENSG00000004864"	39.6527777777778	39.4661458333333	39.6422697368421	39.0966796875	38.6438869201031
"ENSG00000004866"	38.8563368055556	38.1527549342105	38.2612047697368	39.6790431701031	38.6337139423077
"ENSG00000004897"	38.6046006944444	39.9544270833333	42.3576274671053	43.3404478092784	43.8173526095361
"ENSG00000004939"	53.8585069444444	52.2409539473684	53.5634251644737	50.0644329896907	49.1171673646907
"ENSG00000004948"	34.8307291666667	34.5908717105263	35.9811883223684	36.0073695231959	36.48046875
"ENSG00000004975"	55.4774305555556	53.3141447368421	52.4928042763158	52.2273679123711	49.4093307023196
"ENSG00000005001"	51.6384548611111	52.5462582236842	52.7364309210526	54.6105831185567	52.5186251610825
"ENSG00000005007"	54.6723090277778	54.0277777777778	55.7493832236842	54.2348582474227	54.157337306701
"ENSG00000005020"	35.244140625	36.4963107638889	36.8657483552632	38.6753336588542	41.8378503543814
"ENSG00000005059"	40.9353298611111	40.7161458333333	40.8891858552632	39.7312418619792	39.1278390786082
"ENSG00000005073"	53.4071180555556	52.0486111111111	49.9958881578947	44.3073453608247	41.2251328930412
"ENSG00000005075"	56.8115234375	55.7335069444444	52.8078741776316	51.5989176432292	47.514900128866
"ENSG00000005100"	45.2783203125	44.4596354166667	45.0118215460526	45.0555419921875	46.076534310567
"ENSG00000005102"	50.9027777777778	50.2025082236842	49.3153782894737	48.2993717783505	48.4191768685567
"ENSG00000005108"	36.2782118055556	35.7966694078947	35.8028371710526	35.5223099226804	35.6452323717949
"ENSG00000005156"	45.7573784722222	43.8784950657895	42.9625822368421	45.4103576030928	45.1453325320513
"ENSG00000005175"	36.6471354166667	40.6661184210526	44.0044202302632	44.7152867268041	43.9488181089744
"ENSG00000005187"	40.46875	40.4327713815789	40.9719366776316	41.7960695876289	42.8738120167526
"ENSG00000005189"	40.0911458333333	40.4327713815789	41.2670272435897	42.275894007732	42.7450921474359
"ENSG00000005194"	46.3498263888889	48.7369791666667	49.8900082236842	48.918331185567	49.396343427835
"ENSG00000005238"	49.0972222222222	47.4568256578947	45.4286858974359	43.4727367912371	44.0542868589744
"ENSG00000005243"	51.1957465277778	49.4757401315789	49.3606085526316	47.1804526417526	45.1248998397436
"ENSG00000005249"	39.5551215277778	38.7510279605263	38.9504523026316	39.2447245489691	38.8228898195876
"ENSG00000005339"	44.4683159722222	43.5123697916667	45.7190583881579	47.8594152706186	47.9095521907216
"ENSG00000005379"	53.359375	51.4514802631579	47.3745888157895	45.5446601159794	45.3311251610825
"ENSG00000005381"	45.90576171875	48.3528645833333	49.4037828947368	45.330810546875	45.5631846005155
"ENSG00000005421"	39.8155381944444	39.9146792763158	38.8851768092105	37.7843105670103	37.6867988782051
"ENSG00000005436"	36.3151041666667	38.3182565789474	39.1380550986842	39.4356072809278	38.4457131410256
"ENSG00000005448"	50.2278645833333	48.9041940789474	49.4731702302632	46.5161887886598	45.83984375
"ENSG00000005469"	37.1044921875	38.0360243055556	38.8954564144737	38.6928304036458	37.5094635953608
"ENSG00000005471"	37.7799479166667	38.3069490131579	38.2827919407895	38.6761034149485	37.6833319909794
"ENSG00000005483"	37.3524305555556	37.1833881578947	39.7205528846154	40.6980911726804	41.2540064102564
"ENSG00000005486"	47.8190104166667	49.1519325657895	49.0840871710526	48.972293814433	48.8764022435897
"ENSG00000005513"	60.9244791666667	58.5773026315789	59.7759046052632	60.9093105670103	60.7522551546392
"ENSG00000005700"	34.921875	36.7708333333333	38.154296875	37.9113643685567	37.888309439433
"ENSG00000005801"	42.1592881944444	44.8838404605263	46.0176809210526	48.0684197809278	48.7455929487179
"ENSG00000005810"	35.8224826388889	35.7740542763158	34.9799547697368	37.4403994845361	38.3351362179487
"ENSG00000005812"	39.7113715277778	40.6887335526316	39.53125	38.1940641108247	38.1939634342784
"ENSG00000005844"	50.1844618055556	50.4155815972222	50.390625	49.0520296391753	50.5862395296392
"ENSG00000005882"	54.00146484375	54.7634548611111	53.2874177631579	51.9498697916667	49.9536887886598
"ENSG00000005884"	52.51953125	53.2758246527778	52.5632195723684	52.1046956380208	49.7310929445876
"ENSG00000005955"	42.5933159722222	45.7668585526316	48.0592105263158	48.4670646043889	47.2981490207706
"ENSG00000005961"	51.58203125	50.1085069444444	47.9672080592105	49.5827963917526	49.3074460373711
"ENSG00000005981"	37.8759765625	38.8107638888889	38.5695929276316	38.3042399088542	37.9307949420103
"ENSG00000006007"	41.5690104166667	42.4311266447368	43.5111177884615	44.3770135309278	44.8480568910256
"ENSG00000006015"	56.1501736111111	53.9832899305556	54.7214226973684	55.0211588541667	54.4820191688144
"ENSG00000006016"	55.36376953125	53.9832899305556	54.7214226973684	55.0211588541667	54.4820191688144
"ENSG00000006025"	52.0947265625	51.2380642361111	50.1670435855263	48.64501953125	44.9173445554124
"ENSG00000006042"	46.7626953125	44.4151475694444	44.5867598684211	43.0629475911458	43.584487757732
"ENSG00000006047"	52.5108506944444	53.5639391447368	53.9047080592105	52.0427271262887	49.6722978414948
"ENSG00000006059"	45.4427083333333	45.1541940789474	44.0964226973684	44.8630798969072	45.6716746794872
"ENSG00000006071"	48.8324652777778	50.5797697368421	49.1493626644737	46.1972454896907	45.4694511217949
"ENSG00000006074"	42.3893229166667	42.7405427631579	43.7330386513158	45.0946359536082	45.2195035817719
"ENSG00000006075"	43.7521701388889	43.1532118055556	44.6546052631579	45.2682023195876	45.271919755603
"ENSG00000006114"	39.9696180555556	40.9775904605263	41.58203125	43.4934761597938	42.9629107603093
"ENSG00000006116"	45.3949652777778	44.4510690789474	44.0517064144737	43.778793492268	43.4104567307692
"ENSG00000006118"	53.2595486111111	49.4130345394737	50.4368832236842	49.0033021907216	46.2915794136598
"ENSG00000006125"	38.9409722222222	39.2228618421053	41.8914473684211	43.0223099226804	42.9707532051282
"ENSG00000006128"	36.62109375	37.9622395833333	38.0905633223684	40.0677490234375	41.5040069265464
"ENSG00000006194"	47.3480902777778	46.8967013888889	45.9945518092105	48.8812822164948	50.578487435567
"ENSG00000006210"	50.5013020833333	48.2791940789474	47.7718955592105	47.875724871134	49.4288619523196
"ENSG00000006282"	57.666015625	55.4166666666667	54.3061266447368	49.9869791666667	49.5231958762887
"ENSG00000006283"	56.5581597222222	56.7588975694444	54.3097245065789	50.3853898195876	48.936050257732
"ENSG00000006327"	58.61328125	58.1694878472222	56.66015625	53.5105387369792	51.8223461662371
"ENSG00000006377"	46.9227430555556	43.8921440972222	41.3353207236842	39.6561686197917	39.1254228414948
"ENSG00000006432"	43.6219618055556	45.0791529605263	44.4567228618421	41.4392719072165	41.2972173002577
"ENSG00000006451"	39.3120659722222	40.0010850694444	41.1271587171053	41.4733005798969	40.9469635953608
"ENSG00000006453"	44.9305555555556	46.220703125	48.1846217105263	47.6902786726804	47.1959568298969
"ENSG00000006459"	38.1293402777778	39.6803042763158	42.1258223684211	44.4337951030928	45.0636074119955
"ENSG00000006468"	36.8337673611111	36.1749588815789	36.7923677884615	36.514175257732	35.8937299679487
"ENSG00000006530"	38.6371527777778	39.3467881944444	41.2721011513158	41.708984375	41.4605146585052
"ENSG00000006534"	58.14208984375	55.5230034722222	49.9018297697368	47.9445393880208	48.989006121134
"ENSG00000006555"	51.3064236111111	49.5034950657895	48.0530427631579	48.3865576675258	46.8056891025641
"ENSG00000006576"	38.0121527777778	37.6264391447368	38.2592147435897	40.0845682989691	39.6586538461538
"ENSG00000006606"	48.1423611111111	48.8949424342105	48.0011307565789	49.2119039948454	48.5107171474359
"ENSG00000006607"	43.7131076388889	45.2061631944444	46.3620476973684	49.0334065755208	51.1554647229381
"ENSG00000006611"	51.63330078125	51.1740451388889	50.1423725328947	47.4147542317708	45.1035961662371
"ENSG00000006625"	42.6519097222222	42.6768092105263	42.7924547697368	43.3390383376289	44.4304727770619
"ENSG00000006634"	38.0533854166667	37.9615542763158	37.0047075320513	36.648075064433	37.2393830128205
"ENSG00000006638"	58.3289930555556	58.2267680921053	59.2398231907895	56.781974871134	55.8490584935897
"ENSG00000006652"	38.8932291666667	39.6957236842105	40.5427631578947	39.2147229381443	38.4991987179487
"ENSG00000006659"	41.5451388888889	41.9921875	41.6940789473684	45.9938788659794	46.1924130154639
"ENSG00000006695"	35.78125	36.9194878472222	39.3035567434211	41.4616221005155	40.7827601481959
"ENSG00000006704"	53.73046875	52.6833767361111	52.2938939144737	49.8282877604167	49.8396222615979
"ENSG00000006712"	53.6458333333333	52.7693256578947	52.1602590460526	49.5463514819588	48.3546674679487
"ENSG00000006715"	37.15576171875	37.7137586805556	38.2092927631579	38.5784912109375	39.1204896907216
"ENSG00000006740"	39.6853298611111	41.0444078947368	42.2625411184211	42.9188144329897	40.9536258012821
"ENSG00000006744"	48.2921006944444	47.1494654605263	44.9100534539474	41.8687580541237	40.9972011920103
"ENSG00000006747"	38.8172743055556	38.4364149305556	38.8394325657895	37.5642903645833	36.9560446198454
"ENSG00000006788"	46.6840277777778	45.2066200657895	42.7117598684211	42.9796230670103	44.6229663337629
"ENSG00000006831"	38.8389756944444	39.3297697368421	44.9984580592105	45.9471649484536	44.2775440705128
"ENSG00000006837"	40.65673828125	40.8257378472222	41.2772409539474	45.46875	46.0269007731959
"ENSG00000007001"	40.8154296875	40.9125434027778	40.2950246710526	39.8866780598958	38.8344676224227
"ENSG00000007038"	53.3376736111111	53.57421875	52.5709292763158	54.5843505859375	52.6470884342784
"ENSG00000007047"	51.2369791666667	54.1550164473684	53.8569078947368	53.2675579896907	52.8370392628205
"ENSG00000007062"	41.8402777777778	42.55859375	43.2786800986842	41.8967461340206	41.0120006443299
"ENSG00000007080"	54.1623263888889	53.0457899305556	53.2391036184211	53.1060728092784	53.2253745167526
"ENSG00000007129"	45.3081597222222	44.1930509868421	44.4186883223684	47.1770296391753	49.1536122744845
"ENSG00000007168"	42.0203993055556	42.4598524305556	47.4157072368421	48.564453125	47.8573010631443
"ENSG00000007171"	51.5386284722222	48.5166529605263	45.3736636513158	46.9180895618557	45.5333533653846
"ENSG00000007174"	42.8428819444444	42.4229600694444	42.3041735197368	42.5775209407216	41.9295666881443
"ENSG00000007202"	46.5494791666667	46.5679253472222	49.2603824013158	48.8334147135417	48.6082474226804
"ENSG00000007216"	51.4670138888889	50.4081003289474	49.6556332236842	48.8702077963918	46.657952724359
"ENSG00000007237"	47.8927951388889	47.1957236842105	47.6392886513158	46.8335212628866	44.5571915064103
"ENSG00000007255"	56.25	54.8314144736842	54.1426809210526	53.2683634020619	52.7730347938144
"ENSG00000007264"	57.0486111111111	56.0012335526316	54.6759815705128	55.9497825386598	55.5057091346154
"ENSG00000007306"	47.8016493055556	45.3834292763158	45.5227179276316	47.3268363402062	49.6762242268041
"ENSG00000007312"	54.2708333333333	52.7549342105263	51.3556690705128	47.7059842139175	47.4514249558409
"ENSG00000007314"	55.1996527777778	54.2845394736842	50.9380139802632	47.0727287371134	46.9961772692521
"ENSG00000007341"	37.6318359375	38.5546875	40.9297902960526	43.365478515625	43.3247422680412
"ENSG00000007372"	48.4331597222222	43.7911184210526	41.9829358552632	39.8562338917526	39.6202924679487
"ENSG00000007376"	64.2404513888889	60.3022203947368	60.2688116776316	60.6403028350515	59.8554284793814
"ENSG00000007384"	58.2595486111111	55.1247829861111	53.7122395833333	NA	NA
"ENSG00000007392"	47.34130859375	51.1957465277778	53.2288240131579	54.2400772270115	NA
"ENSG00000007402"	56.41357421875	55.7194010416667	56.2705592105263	55.4960123697917	49.485240818299
"ENSG00000007516"	61.2109375	59.6766493055556	58.9155016447368	59.8809814453125	58.3905847293814
"ENSG00000007520"	60.8984375	59.9945746527778	59.4690583881579	59.5717366536458	58.229602931701
"ENSG00000007541"	64.0451388888889	61.9695723684211	60.8994654605263	59.3609052835052	57.8635817307692
"ENSG00000007545"	52.9123263888889	52.3941200657895	52.5061677631579	54.4380235180412	57.4589342948718
"ENSG00000007866"	54.7634548611111	52.5421463815789	49.9969161184211	47.0842058634021	46.1404639175258
"ENSG00000007908"	39.52880859375	39.5084635416667	39.4469572368421	38.4855143229167	37.768302996134
"ENSG00000007923"	45.72265625	47.9019325657895	49.3688322368421	49.4400370489691	50.2621617268041
"ENSG00000007933"	37.1506076388889	38.0057565789474	37.9158100328947	38.3098421391753	38.9347414626289
"ENSG00000007944"	42.0963541666667	41.5326891447368	42.3309004934211	43.4922680412371	42.5231370192308
"ENSG00000007968"	50.390625	49.9167351973684	49.6993215460526	46.9929929123711	46.0293170103093
"ENSG00000008018"	40.2083333333333	41.23046875	42.8890830592105	43.5463198252419	NA
"ENSG00000008083"	42.919921875	42.6095920138889	42.5431743421053	43.6531575520833	43.4064916237113
"ENSG00000008118"	47.2005208333333	47.1114309210526	45.400390625	43.9418894974227	41.7129407051282
"ENSG00000008128"	53.9388020833333	54.8622532894737	54.5646587171053	54.2477448453608	56.4831730769231
"ENSG00000008130"	54.1753472222222	51.5974506578947	50.9935238486842	53.9906169458763	56.1608005798969
"ENSG00000008196"	42.9318576388889	40.2446546052632	38.1656044407895	37.8505557345361	37.3095199742268
"ENSG00000008197"	36.4518229166667	38.232421875	38.4159128289474	37.392074742268	37.2155887564433
"ENSG00000008226"	47.2113715277778	48.4103732638889	49.0352590460526	45.0896021262887	44.801868556701
"ENSG00000008256"	42.6128472222222	43.2465277777778	45.5252878289474	46.2738037109375	47.4944627899485
"ENSG00000008277"	37.4782986111111	37.8114149305556	37.1880139802632	37.4422116623711	37.0820916559278
"ENSG00000008282"	39.56787109375	42.5705295138889	43.5402960526316	42.3756917317708	42.6533303801546
"ENSG00000008283"	53.6111111111111	50.1418585526316	48.8301809210526	44.1641833118557	43.2350761217949
"ENSG00000008294"	38.4223090277778	38.6762152777778	41.8575246710526	43.9699300130208	45.3672680412371
"ENSG00000008300"	57.7408854166667	54.5826480263158	53.7540064102564	50.5750644329897	48.9311899038462
"ENSG00000008311"	35.2690972222222	37.0281661184211	36.9053248355263	37.1492429123711	36.5397471005155
"ENSG00000008323"	52.8580729166667	51.5668402777778	49.7697368421053	49.1998291015625	48.4433895779639
"ENSG00000008324"	42.7061631944444	41.2993421052632	46.2140213815789	45.4494201030928	44.8656850961538
"ENSG00000008382"	56.7317708333333	55.9107730263158	54.3965871710526	54.4676224226804	54.2608327963918
"ENSG00000008394"	36.1762152777778	36.7078993055556	36.7485608552632	36.688949742268	36.7197567654639
"ENSG00000008405"	36.8055555555556	37.3296440972222	39.1915090460526	39.9826836340206	42.0766551224227
"ENSG00000008438"	50.3797743055556	47.7857730263158	47.0348478618421	48.2442010309278	49.5452724358974
"ENSG00000008441"	53.5069444444444	54.8817845394737	54.9059416118421	53.2937338917526	51.0979567307692
"ENSG00000008513"	49.2621527777778	48.6414930555556	48.1013569078947	46.715931056701	45.5606676868557
"ENSG00000008516"	56.1501736111111	55.8881578947368	56.8354366987179	53.0168733891753	51.5780248397436
"ENSG00000008517"	54.3359375	55.0380345394737	55.8675986842105	52.6697406572165	51.5158253205128
"ENSG00000008710"	62.8537326388889	61.1996299342105	61.6678659539474	57.3461662371134	55.0935496794872
"ENSG00000008735"	53.5047743055556	52.2203947368421	52.9697779605263	52.8164290761449	NA
"ENSG00000008838"	51.4539930555556	52.0659722222222	51.5131578947368	47.5752766927083	49.3314070554124
"ENSG00000008853"	51.5559895833333	47.3067434210526	46.865234375	46.7058634020619	47.8205128205128
"ENSG00000008869"	38.2421875	38.2360197368421	39.1036184210526	39.5831990979381	39.7315705128205
"ENSG00000008952"	37.77099609375	39.5985243055556	41.2525699013158	40.3617350260417	40.3081709085052
"ENSG00000008988"	42.49755859375	42.763671875	42.4907483552632	42.1221923828125	41.0395860180412
"ENSG00000009307"	38.2177734375	38.6349826388889	39.5127467105263	38.6590576171875	39.6890101481959
"ENSG00000009335"	40.0390625	41.4008246527778	45.1480263157895	47.5498453776042	46.872684439433
"ENSG00000009413"	36.2109375	36.1740451388889	37.1258223684211	39.9041748046875	41.2004671391753
"ENSG00000009709"	51.6427951388889	52.2759046052632	50.3545673076923	50.241825064433	49.154046474359
"ENSG00000009724"	48.84765625	49.0093315972222	48.8132195723684	48.543701171875	50.1920908505155
"ENSG00000009765"	41.9010416666667	42.7590460526316	43.1558388157895	43.2889014175258	44.286858974359
"ENSG00000009780"	44.0185546875	43.6577690972222	44.2351973684211	48.4987386067708	47.1324299291237
"ENSG00000009790"	44.5442708333333	44.16015625	43.0700041118421	42.7738444010417	41.6186775128866
"ENSG00000009830"	47.3350694444444	49.1046463815789	48.173828125	46.6116301546392	46.4438100961538
"ENSG00000009844"	35.1649305555556	35.9118009868421	36.4473157051282	36.5602851159794	36.9723557692308
"ENSG00000009950"	52.9231770833333	51.5758634868421	51.0516036184211	50.0056378865979	50.0904447115385
"ENSG00000009954"	41.5516493055556	45.0524259868421	47.6201923076923	49.8050902061856	49.4589342948718
"ENSG00000010017"	35.3754340277778	37.3941200657895	40.6440172697368	42.2845521907216	42.7737379807692
"ENSG00000010030"	48.4309895833333	47.0138888888889	45.9025493421053	45.0012081185567	45.4302915592784
"ENSG00000010072"	40.13671875	41.3216145833333	41.6987047697368	42.1732039304124	42.4248952963918
"ENSG00000010165"	42.9079861111111	42.3621961805556	39.5209703947368	39.7589111328125	39.3535558956186
"ENSG00000010219"	43.2373046875	40.6488715277778	39.1940789473684	41.3498942057292	43.0305653994845
"ENSG00000010244"	40.3038194444444	42.5483141447368	44.4515830592105	44.4239288015464	42.9968950320513
"ENSG00000010256"	54.9262152777778	57.1576891447368	54.4788240131579	50.0972535438144	48.6321077641753
"ENSG00000010270"	38.2313368055556	38.5002055921053	38.2457853618421	38.8150370489691	39.0026041666667
"ENSG00000010278"	50.6510416666667	49.6340460526316	49.5207331730769	48.655162693299	47.7687299679487
"ENSG00000010282"	51.4214409722222	51.3444010416667	45.7905016447368	45.4397551546392	44.7329051224227
"ENSG00000010292"	46.7361111111111	49.0266927083333	48.7633634868421	49.4679768880208	49.8712850354381
"ENSG00000010295"	53.1032986111111	49.2722039473684	49.4639185855263	49.7132731958763	49.7585637019231
"ENSG00000010310"	53.40087890625	52.7029079861111	52.7204975328947	52.4123128255208	50.7715850515464
"ENSG00000010318"	51.8598090277778	54.2403371710526	55.0400904605263	50.6290270618557	50.4920873397436
"ENSG00000010319"	54.765625	53.1629774305556	56.2438322368421	50.1784261067708	50.3159230025773
"ENSG00000010322"	54.55078125	56.8912760416667	53.5433799342105	49.7946198453608	49.692131121134
"ENSG00000010327"	60.3472222222222	54.98046875	50.6147203947368	48.9267880154639	49.2083803157216
"ENSG00000010361"	55.4665798611111	54.4704861111111	54.0979646381579	53.1953938802083	52.1005154639175
"ENSG00000010379"	47.2314453125	46.982421875	46.7984169407895	46.4104669744318	NA
"ENSG00000010438"	42.1072048611111	43.0078125	41.8143503289474	41.7310325386598	43.8871214561856
"ENSG00000010539"	45.8572048611111	47.8330592105263	48.7350945723684	50.0414787371134	50.9367952641753
"ENSG00000010610"	50.0748697916667	52.4635074013158	51.3561369243421	50.2521947487113	48.9976145063516
"ENSG00000010626"	49.08203125	51.7434210526316	52.1743935032895	50.0088870889721	47.7662289624561
"ENSG00000010704"	42.2612847222222	41.3641036184211	41.6863692434211	41.1120731314433	41.3501602564103
"ENSG00000010803"	37.2005208333333	38.1803385416667	39.0105879934211	43.909068943299	46.8716776739691
"ENSG00000010810"	41.6124131944444	42.1546052631579	42.1088610197368	42.3967058634021	40.5261356314433
"ENSG00000010818"	37.37548828125	38.2790798611111	38.4827302631579	38.9255777994792	38.9182305090206
"ENSG00000010932"	40.4448784722222	40.3248355263158	40.0145232371795	39.714481314433	39.3453525641026
"ENSG00000011007"	45.9895833333333	47.8947368421053	47.0944695723684	47.3936855670103	47.2650209407216
"ENSG00000011009"	50.5078125	47.6418585526316	46.8477590460526	46.9372181056701	47.3770739368557
"ENSG00000011021"	48.28857421875	50.5555555555556	51.3790090460526	52.0463053385417	50.8385349548969
"ENSG00000011028"	51.2565104166667	52.2913240131579	47.5130208333333	45.1649081829897	42.381109775641
"ENSG00000011052"	46.0177951388889	44.6343315972222	42.7179276315789	42.9691527061856	43.7071117912371
"ENSG00000011083"	53.5264756944444	53.4930098684211	53.2421875	49.5495731314433	48.8964342948718
"ENSG00000011105"	52.1983506944444	52.2717927631579	51.9186883223684	50.524524806701	48.7013732280928
"ENSG00000011114"	40.56640625	39.7970920138889	41.4658717105263	43.0659993489583	44.6875
"ENSG00000011132"	55.9033203125	54.892578125	55.8151726973684	56.0593668619792	55.5462709407216
"ENSG00000011143"	47.3198784722222	46.5583881578947	45.7786800986842	45.026981314433	45.9112234213918
"ENSG00000011198"	39.130859375	41.7209201388889	42.6906866776316	41.7405192057292	42.0681982925258
"ENSG00000011243"	48.9697265625	52.8092447916667	51.0901521381579	50.5672200520833	47.9689513530928
"ENSG00000011258"	39.98046875	40.5417351973684	41.9474712171053	42.0924613402062	43.379409632732
"ENSG00000011260"	40.9765625	40.1860608552632	41.5794613486842	42.3824097938144	43.3222155448718
"ENSG00000011275"	44.98291015625	45.25390625	46.7028166118421	49.2795817057292	49.8361992590206
"ENSG00000011295"	40.06103515625	41.4876302083333	42.83203125	42.4190266927083	44.4216132409794
"ENSG00000011304"	59.1644965277778	57.7754934210526	58.8276110197368	59.7551546391753	59.5872395833333
"ENSG00000011332"	54.7547743055556	53.7273848684211	52.7821751644737	51.9366140463918	49.8854166666667
"ENSG00000011347"	57.1419270833333	56.5398848684211	54.0352590460526	52.4156330541237	51.3455420425258
"ENSG00000011376"	40.88623046875	41.4876302083333	42.5020559210526	43.8671875	44.4587628865979
"ENSG00000011405"	37.5716145833333	38.7726151315789	41.2921463815789	43.034793814433	44.5964543269231
"ENSG00000011422"	49.9110243055556	50.4839409722222	50.4471628289474	47.7870686848958	45.3434076997423
"ENSG00000011426"	37.7278645833333	38.8921440972222	40.0827508223684	42.5996697809278	42.5
